step,global_coherence,fragmentation,variance,avg_trust,avg_echo_integrity,quarantined_nodes,alive,edges,avg_degree,edge_efficiency,state
138,0.8075880215351087,0.19241197846489133,0.0045479742314123075,0.9669583333333334,1.0,0,42,60,2.857142857142857,0.013459800358918477,ADAPTING
139,0.8125269252399128,0.18747307476008723,0.0042955836826362795,0.9667083333333334,1.0,0,42,60,2.857142857142857,0.013542115420665213,ADAPTING
140,0.8217303121379802,0.1782696878620198,0.004347434795420375,0.9683750000000001,1.0,0,42,60,2.857142857142857,0.01369550520229967,ADAPTING
141,0.8378837622088776,0.1621162377911224,0.004376317110251117,0.96875,1.0,0,42,60,2.857142857142857,0.01396472937014796,ADAPTING
142,0.8437630857355168,0.15623691426448316,0.004472417758707083,0.9702083333333336,1.0,0,42,60,2.857142857142857,0.014062718095591948,ADAPTING
143,0.8380931046692605,0.16190689533073954,0.004141480717007985,0.9705,1.0,0,42,60,2.857142857142857,0.01396821841115434,ADAPTING
144,0.8283958257486026,0.1716041742513974,0.004319369585968335,0.9716249999999998,1.0,0,42,60,2.857142857142857,0.013806597095810043,ADAPTING
145,0.814522868589116,0.18547713141088396,0.004872022441299044,0.9707499999999999,1.0,0,42,60,2.857142857142857,0.013575381143151934,ADAPTING
146,0.8070669985807494,0.19293300141925063,0.005528254972164663,0.9702916666666668,1.0,0,42,60,2.857142857142857,0.01345111664301249,ADAPTING
147,0.8064432768766349,0.19355672312336514,0.00654328134442084,0.9674999999999999,1.0,0,42,60,2.857142857142857,0.013440721281277247,ADAPTING
148,0.8129977410284849,0.18700225897151512,0.005931039272522805,0.9674999999999999,1.0,0,42,60,2.857142857142857,0.013549962350474749,ADAPTING
149,0.8166154460035887,0.1833845539964113,0.004469483982611423,0.9667083333333334,1.0,0,42,60,2.857142857142857,0.013610257433393145,ADAPTING
150,0.8455299721294313,0.15447002787056874,0.0033701559758236846,0.9348214285714287,0.7478726742356753,0,42,60,2.857142857142857,0.014092166202157188,RECOVERING
151,0.8840301014909956,0.11596989850900441,0.0027266111364777873,0.9059761904761905,0.7413021990622851,0,42,60,2.857142857142857,0.014733835024849927,RECOVERING
152,0.9169816540939935,0.08301834590600654,0.0018590226178084382,0.8786309523809523,0.7433417315600819,0,42,60,2.857142857142857,0.015283027568233224,RECOVERED
153,0.9191583950362456,0.08084160496375437,0.0014916861897695578,0.8534166666666668,0.7595184653737663,11,42,60,2.857142857142857,0.015319306583937427,RESONANCE
154,0.9018562806949332,0.09814371930506682,0.0027874277621391334,0.8247797619047619,0.7395357444808814,12,42,60,2.857142857142857,0.01503093801158222,RESONANCE
155,0.8989797911595697,0.10102020884043028,0.003250688714902245,0.8078452380952382,0.7341226719728654,12,42,20,0.9523809523809523,0.044948989557978485,RECOVERING
156,0.9069631350265116,0.0930368649734884,0.002470632532063018,0.8091190476190475,0.7426469042833325,12,42,20,0.9523809523809523,0.04534815675132558,RECOVERED
157,0.9098641790728624,0.09013582092713757,0.0027339186051826207,0.8093690476190477,0.7325239428547753,12,42,20,0.9523809523809523,0.04549320895364312,RESONANCE
158,0.9084115324414034,0.09158846755859662,0.00289263385574969,0.8092857142857144,0.7510433532503177,12,42,20,0.9523809523809523,0.04542057662207017,RESONANCE
159,0.9023726645807183,0.0976273354192817,0.0034295824206424345,0.8094523809523809,0.7488469371751914,12,42,20,0.9523809523809523,0.045118633229035914,RESONANCE
160,0.9145977931224035,0.08540220687759648,0.0032259562184892726,0.809202380952381,0.7533890530980689,12,42,25,1.1904761904761905,0.03658391172489614,RECOVERED
161,0.9198231875931335,0.08017681240686647,0.003885468581936618,0.809327380952381,0.743774277373583,12,42,25,1.1904761904761905,0.03679292750372534,RESONANCE
162,0.9061529146445159,0.09384708535548414,0.004915010021492762,0.8088690476190477,0.7538990905381963,12,42,25,1.1904761904761905,0.036246116585780634,RESONANCE
163,0.8910488983054357,0.10895110169456435,0.007344834353315425,0.8091190476190477,0.7598860021111127,12,42,25,1.1904761904761905,0.035641955932217424,ADAPTING
164,0.880916161653961,0.11908383834603897,0.008972815566172021,0.8072857142857144,0.7430865437870532,12,42,25,1.1904761904761905,0.03523664646615844,ADAPTING
165,0.8909204360884179,0.10907956391158213,0.005422708446518647,0.806202380952381,0.7436852598584357,12,42,30,1.4285714285714286,0.02969734786961393,RECOVERING
166,0.9076088007865921,0.09239119921340788,0.0028884630064531912,0.8079523809523811,0.7489507979127704,12,42,30,1.4285714285714286,0.030253626692886403,RECOVERED
167,0.9137305707886663,0.08626942921133374,0.0016884811024216028,0.8094107142857142,0.7548236929905097,12,42,30,1.4285714285714286,0.030457685692955542,RESONANCE
168,0.912022606147359,0.08797739385264103,0.0015690433659633167,0.8109107142857143,0.7502435483532433,12,42,30,1.4285714285714286,0.030400753538245298,RESONANCE
169,0.896019726489811,0.10398027351018901,0.0029447950551653875,0.8119523809523809,0.7435865383043547,12,42,30,1.4285714285714286,0.029867324216327033,ADAPTING
170,0.6843110238092491,0.31568897619075087,0.03935670710648276,0.8007440476190476,0.7403985858694481,12,42,35,1.6666666666666667,0.01955174353740712,RECOVERING
171,0.7126610334908792,0.28733896650912083,0.042942964552849655,0.7931190476190476,0.7536984595360599,12,42,35,1.6666666666666667,0.02036174381402512,RECOVERING
172,0.7632458519637831,0.23675414803621686,0.03787224602008079,0.7874940476190476,0.7473853192948159,12,42,35,1.6666666666666667,0.021807024341822374,RECOVERING
173,0.7856553650583278,0.21434463494167222,0.02891482729942133,0.7840357142857144,0.7369953340688792,12,42,35,1.6666666666666667,0.022447296144523652,RECOVERING
174,0.7957402210207108,0.20425977897928915,0.02341445643695586,0.7819940476190477,0.7549523860979453,12,42,35,1.6666666666666667,0.022735434886306024,RECOVERING
175,0.8129456616908447,0.1870543383091553,0.020188497020677307,0.7777440476190476,0.7508077408336072,12,42,40,1.9047619047619047,0.020323641542271117,RECOVERING
176,0.836651840835996,0.16334815916400403,0.01618722887513864,0.7741190476190476,0.7471477825884824,12,42,40,1.9047619047619047,0.0209162960208999,RECOVERING
177,0.8570245933776006,0.14297540662239938,0.011843495685855864,0.7728690476190477,0.7502639484482265,12,42,40,1.9047619047619047,0.021425614834440016,RECOVERING
178,0.8806685036323546,0.1193314963676454,0.008521055542001258,0.7739940476190477,0.7432219056989443,12,42,40,1.9047619047619047,0.022016712590808864,RECOVERING
179,0.9053599756463155,0.09464002435368446,0.006475077186939588,0.7752440476190477,0.751563797211935,12,42,40,1.9047619047619047,0.02263399939115789,RECOVERED
180,0.9244719882774055,0.07552801172259449,0.004926576758029109,0.777702380952381,0.7553993685588919,12,42,45,2.142857142857143,0.020543821961720124,RECOVERED
181,0.9225593661696297,0.07744063383037025,0.003988287583947836,0.7808690476190476,0.7397535473761155,12,42,45,2.142857142857143,0.020501319248213995,RESONANCE
182,0.9042775358131746,0.0957224641868254,0.0039091024029957455,0.7843690476190476,0.7612468181273162,12,42,45,2.142857142857143,0.02009505635140388,RESONANCE
183,0.881297888968247,0.11870211103175299,0.004967941502937305,0.786702380952381,0.731664682992854,12,42,45,2.142857142857143,0.019584397532627713,ADAPTING
184,0.8601354728630282,0.13986452713697184,0.007091315363207579,0.787452380952381,0.7395757737228537,12,42,45,2.142857142857143,0.019114121619178404,ADAPTING
185,0.8763933297132389,0.12360667028676109,0.005147129459201934,0.7862857142857143,0.7498741760641854,12,42,50,2.380952380952381,0.01752786659426478,RECOVERING
186,0.9038845014290253,0.09611549857097468,0.002935612066461286,0.7892440476190475,0.7535902659676881,12,42,50,2.380952380952381,0.018077690028580506,RECOVERED
187,0.9191947140896681,0.08080528591033187,0.0017319785382831532,0.792577380952381,0.7518353022285004,12,42,50,2.380952380952381,0.018383894281793364,RESONANCE
